filename,full_path,professor_name,school_name,city,state,country,tier,department,num_reviews,female_pronoun_count,male_pronoun_count,total_gendered_pronouns,pronoun_confidence,inferred_gender,avg_rating,avg_difficulty
data1021.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data1021.csv",Kerry  Heafner,Limestone College, Gaffney, SC,USA,low,Biology department,2,0,6,6,1.0,male,3.0,3.5
data3636.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data3636.csv",Mark  Tarrant,Southern Alberta Institute of Technology, Calgary, AB,Canada,low,Communication department,6,0,5,5,1.0,male,2.5,4.0
data852.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data852.csv",Julie  Miller,Chippewa Valley Technical College, Eau Claire, WI,USA,low,Accounting department,5,7,0,7,1.0,female,4.9,2.8
data2528.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data2528.csv",David  Heikkinen,Fitchburg State University, Fitchburg, MA,USA,low,Exercise & Sport Science department,11,0,17,17,1.0,male,4.1000000000000005,2.5
data1747.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data1747.csv",Jane  Graydon,Simon Fraser University Surrey, Surrey, BC,Canada,low,Business department,3,5,0,5,1.0,female,4.8,3.2999999999999994
data1009.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data1009.csv",David  Burke,Pennsylvania College of Technology, Williamsport, PA,USA,low,Graphic Arts department,6,0,7,7,1.0,male,4.3,1.3
data2500.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data2500.csv",Leslie  Bush,Phoenix College, Phoenix, AZ,USA,low,Marketing department,9,24,0,24,1.0,female,4.3,1.1
data2514.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data2514.csv",Gina  Ladinsky,Los Angeles Mission College, Sylmar, CA,USA,low,English department,20,58,0,58,1.0,female,3.7999999999999994,3.2000000000000006
data2272.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data2272.csv",David  Rendall,University of Mount Olive, Mount Olive, NC,USA,low,Business department,3,0,3,3,1.0,male,4.2,2.0
data2299.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data2299.csv",Aneesa  Shiekh,Parsons The New School For Design, New York, NY,USA,low,Not Specified department,3,4,0,4,1.0,female,3.0,3.0
data3839.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data3839.csv",Eric  Allen,University of California San Diego, La Jolla, CA,USA,low,Biology department,16,0,47,47,1.0,male,4.5,2.7
data891.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data891.csv",James  Canan,Western Kentucky University, Bowling Green, KY,USA,low,Sociology department,6,0,5,5,1.0,male,4.1000000000000005,2.3000000000000003
data1784.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data1784.csv",Bill  Massa,New York City College of Technology, Brooklyn, NY,USA,low,Marketing department,4,0,5,5,1.0,male,5.0,1.3
data1974.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data1974.csv",Susan  Lomeli,University of La Verne, La Verne, CA,USA,low,Mathematics department,4,6,0,6,1.0,female,4.9,1.5
data107.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data107.csv",Jan  Roberts,Bakersfield College, Bakersfield, CA,USA,low,English department,4,17,0,17,1.0,female,4.3,1.8
data661.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data661.csv",Jason  Locklin,University of Georgia, Athens, GA,USA,low,Chemistry department,10,0,24,24,1.0,male,4.700000000000001,4.5
data3805.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data3805.csv",Carol  Litchfield,George Mason University, Fairfax, VA,USA,low,Environmental Science department,5,16,0,16,1.0,female,1.9,4.6
data675.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data675.csv",Barry  Mick,Seminole State College, Sanford, FL,USA,low,Communication department,6,0,13,13,1.0,male,4.8999999999999995,1.2
data3811.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data3811.csv",Michael  Knox,NYU Tandon School of Engineering, Brooklyn, NY,USA,low,Electrical Engineering department,19,0,26,26,1.0,male,4.7,2.7000000000000006
data113.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data113.csv",Jana  Sladkova,University of Massachusetts, Lowell, MA,USA,low,Psychology department,10,18,0,18,1.0,female,3.2,3.0
data1960.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data1960.csv",Earl  Stewart,University of California Santa Barbara, Santa Barbara, CA,USA,low,Black Studies department,20,0,38,38,1.0,male,3.599999999999999,1.7
data1627.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data1627.csv",Malene  Davis,Delgado Community College (ALL), New Orleans, LA,USA,low,Biology department,8,24,0,24,1.0,female,3.8,3.7
data3756.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data3756.csv",Sue  Watts,University of British Columbia, Vancouver, BC,Canada,low,Forestry department,3,1,0,1,1.0,female,4.5,1.3
data4039.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data4039.csv",Brittany  Chozinski,Marymount Manhattan College, New York, NY,USA,low,Sociology department,3,3,0,3,1.0,female,4.2,3.0
data1155.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data1155.csv",Louise  Lofquist,Pepperdine University, Malibu, CA,USA,low,Music department,4,13,0,13,1.0,female,4.1,3.3
data926.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data926.csv",Yvette  Rice-Steward,Tidewater Community College, Portsmouth, VA,USA,low,Psychology department,6,7,0,7,1.0,female,3.9,1.3
data3024.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data3024.csv",Rosalyn  Kahn,Rio Hondo College, Whittier, CA,USA,low,Communication department,8,43,0,43,1.0,female,2.0,3.3
data2474.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data2474.csv",Silvia  Benso,Rochester Institute of Technology, Rochester, NY,USA,low,Philosophy department,9,14,0,14,1.0,female,3.7000000000000006,3.1
data4005.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data4005.csv",Emilio  Ramirez,California State University San Bernardino, San Bernardino, CA,USA,low,Public Administration department,4,0,10,10,1.0,male,4.8,2.3
data2460.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data2460.csv",Susan  Stober,Portland Community College, Portland, OR,USA,low,German department,19,45,0,45,1.0,female,4.3,3.2000000000000006
data1169.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data1169.csv",Liliane  Weissberg,University of Pennsylvania, Philadelphia, PA,USA,low,Literature department,1,1,0,1,1.0,female,5.0,4.0
data3018.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data3018.csv",Yelena  Camargo,University of San Francisco, San Francisco, CA,USA,low,Languages department,3,9,0,9,1.0,female,4.0,2.7000000000000006
data1182.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data1182.csv",Angela  Seay,Northcentral University, Prescott Valley, AZ,USA,low,Education department,3,4,0,4,1.0,female,1.8,4.3
data1196.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data1196.csv",Russel  Willard,Greenville Technical College, Greenville, SC,USA,low,Computer Science department,1,0,1,1,1.0,male,5.0,4.0
data1800.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data1800.csv",Craig  Smardan,Mission College, Santa Clara, CA,USA,low,Psychology department,3,0,8,8,1.0,male,5.0,2.0
data715.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data715.csv",Urmila  Pal Chaudhuri,Kent State University: Stark Regional, Canton, OH,USA,low,Chemistry department,20,71,0,71,1.0,female,2.7999999999999994,3.5
data3971.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data3971.csv",Sue  Lea,Central Michigan University, Mount Pleasant, MI,USA,low,Speech Communication department,7,20,0,20,1.0,female,2.8999999999999995,1.9000000000000001
data701.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data701.csv",Amy  Shlosberg,John Jay College of Criminal Justice, New York, NY,USA,low,Criminal Justice department,17,51,0,51,1.0,female,4.9,1.5
data3965.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data3965.csv",Caroline  Ward,Purdue University Calumet, Hammond, IN,USA,low,Communication department,4,11,0,11,1.0,female,4.9,1.5
data1814.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data1814.csv",Katharine  Wrobel,York University (all campuses), Toronto, ON,Canada,low,English department,5,8,0,8,1.0,female,4.2,2.6
data3554.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data3554.csv",Justin  Bernstein,University of California Irvine, Irvine, CA,USA,low,Political Science department,20,0,27,27,1.0,male,4.799999999999999,2.2999999999999994
data3232.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data3232.csv",Naomi  Davidson,University of Ottawa, Ottawa, ON,Canada,low,History department,18,34,0,34,1.0,female,3.5,2.9
data35.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data35.csv",Carol  Buttz,Dakota County Technical College, Rosemount, MN,USA,low,Nursing department,9,24,0,24,1.0,female,3.2,3.7999999999999994
data1431.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data1431.csv",Jill  Michaelson,Lake\xe2\x80\x93Sumter State College, Clermont, FL,USA,low,Education department,1,5,0,5,1.0,female,5.0,2.0
data21.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data21.csv",Rochelle  Garson,Fashion Institute of Technology, New York, NY,USA,low,Marketing department,8,21,0,21,1.0,female,4.9,1.5
data3540.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data3540.csv",Charles  Wallace,Central Georgia Technical College, Macon, GA,USA,low,Computer Science department,5,0,13,13,1.0,male,3.7,1.4
data1357.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data1357.csv",Michelle  Morgan,Rochester Institute of Technology, Rochester, NY,USA,low,Biology department,7,19,0,19,1.0,female,4.0,3.6000000000000005
data2676.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data2676.csv",Todd  Wright,University of the Incarnate Word, San Antonio, TX,USA,low,English department,11,0,26,26,1.0,male,4.8999999999999995,1.8
data2104.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data2104.csv",Dan  Durfey,Naval Academy Preparatory School, Newport, RI,USA,low,Chemistry department,3,0,4,4,1.0,male,5.0,2.7000000000000006
data2662.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data2662.csv",Jean  Quashnock,Carthage College, Kenosha, WI,USA,low,Physics department,4,0,8,8,1.0,male,4.3,2.5
data2851.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data2851.csv",Morris  Garfinkel,Wayne County Community College - Western, Belleville, MI,USA,low,Humanities department,6,0,9,9,1.0,male,4.8,1.5
data3597.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data3597.csv",Peng  Sun,East Tennessee State University, Johnson City, TN,USA,low,Chemistry department,9,0,28,28,1.0,male,2.1,3.7000000000000006
data1394.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data1394.csv",Tracy  O\'Brien,Community College of Allegheny County, Pittsburgh, PA,USA,low,Nursing department,3,1,0,1,1.0,female,4.8,2.3
data2845.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data2845.csv",Cathy  Egan,University of Maryland, College Park, MD,USA,low,English department,1,1,0,1,1.0,female,4.5,4.0
data3583.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data3583.csv",Andrea  Wagner,Carleton University, Ottawa, ON,Canada,low,Political Science department,20,60,0,60,1.0,female,4.5,3.0
data517.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data517.csv",Chris  Reed,Southern Union State Community College, Opelika, AL,USA,low,Nursing department,9,0,5,5,1.0,male,3.7999999999999994,4.3
data2879.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data2879.csv",Charlie  Duval,Seminole State College, Seminole, OK,USA,low,Mathematics department,1,0,1,1,1.0,male,5.0,4.0
data264.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data264.csv",Christine  Gelineau,Binghamton University (SUNY), Binghamton, NY,USA,low,Creative Writing department,9,24,0,24,1.0,female,3.5,3.5
data2878.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data2878.csv",Michael  McDonough,Berkeley College - Bergen, Paramus, NJ,USA,low,Business department,3,0,2,2,1.0,male,3.7999999999999994,2.0
data502.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data502.csv",Elaine  Frey,California State University Long Beach, Long Beach, CA,USA,low,Economics department,20,47,0,47,1.0,female,2.7000000000000006,3.7999999999999994
data516.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data516.csv",Paul  Ahlvin,Southwestern Illinois College, Belleville, IL,USA,low,Mathematics department,20,0,67,67,1.0,male,5.0,1.5
data3582.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data3582.csv",Sally  Nick,Spokane Falls Community College, Spokane, WA,USA,low,Supplemental Instruction department,14,33,0,33,1.0,female,2.3000000000000003,2.3000000000000003
data1395.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data1395.csv",Rochelle  Angel,University of Tennessee - Chattanooga, Chattanooga, TN,USA,low,Mathematics department,10,34,0,34,1.0,female,4.299999999999999,2.8
data2850.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data2850.csv",Andrew  Douglas,Wayne County Community College - Western, Belleville, MI,USA,low,Humanities department,7,0,14,14,1.0,male,3.6000000000000005,3.3000000000000003
data2688.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data2688.csv",Mitch  Wieland,Boise State University, Boise, ID,USA,low,English department,1,0,5,5,1.0,male,5.0,4.0
data2105.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data2105.csv",Sharon  Yaron,Golden West College, Huntington Beach, CA,USA,low,Education department,1,1,0,1,1.0,female,4.0,2.0
data2663.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data2663.csv",Gloria  Depew-Kendrick,Schoolcraft College - (ALL), Livonia, MI,USA,low,Health Science department,10,26,0,26,1.0,female,5.0,2.2
data2677.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data2677.csv",R  Amicone,University of Michigan, Ann Arbor, MI,USA,middle,Foreign Languages department,3,7,0,7,1.0,female,5.0,4.3
data3569.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data3569.csv",Min  Deng,University of Wyoming, Laramie, WY,USA,low,Physics & Astronomy department,1,1,0,1,1.0,female,1.0,3.0
data1418.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data1418.csv",Rachel  Acosta,Southeastern Louisiana University, Hammond, LA,USA,low,Teaching & Learning department,12,35,0,35,1.0,female,2.5,2.9
data3227.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data3227.csv",Robert  Newman,Portland Community College, Portland, OR,USA,low,Economics department,2,0,9,9,1.0,male,2.0,4.5
data20.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data20.csv",Sally  Parker,California State University Chico, Chico, CA,USA,low,Political Science department,5,18,0,18,1.0,female,2.5,3.2
data1430.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data1430.csv",Joseph  Hayes,University of Alberta, Edmonton, AB,Canada,low,Psychology department,13,0,53,53,1.0,male,3.0,3.1000000000000005
data1356.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data1356.csv",Joyce  Brubaker,Metropolitan State University of Denver, Denver, CO,USA,low,Speech Communication department,1,3,0,3,1.0,female,4.5,5.0
data3541.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data3541.csv",Sheree  Whiteside,Northeastern State University, Tahlequah, OK,USA,low,Family & Consumer Science department,20,35,0,35,1.0,female,3.7999999999999994,2.3999999999999995
data2887.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data2887.csv",Robb  Orabona,Pennsylvania State University, University Park, PA,USA,low,Hotel & Restaurant Management department,6,0,3,3,1.0,male,4.7,3.1999999999999997
data3555.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data3555.csv",John Paul  Mixon,Queensborough Community College, Bayside, NY,USA,low,Business department,5,0,18,18,1.0,male,4.4,2.0
data2893.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data2893.csv",Patricia  Keyes,University at Albany (SUNY Albany), Albany, NY,USA,low,Italian department,14,20,0,20,1.0,female,4.5,2.8999999999999995
data1342.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data1342.csv",Steve  Yang,Foothill College, Los Altos Hills, CA,USA,low,Chemistry department,4,0,12,12,1.0,male,2.4,2.3
data34.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data34.csv",Jean  Carson,Dakota County Technical College, Rosemount, MN,USA,low,Nursing department,2,7,0,7,1.0,female,2.3,4.5
data3964.csv,"/Users/varunpanuganti/Desktop/NSF-REU-Project/RateMyProfessor SampleData, Contact hejibo@usee.tech for the whole 5G dataset/data3964.csv",Betti  Gladue,Three Rivers Community College, Norwich, CT,USA,low,Business department,19,22,0,22,1.0,female,4.900000000000001,2.1
